# Time (seconds),X,Y,Z
0.0012499,-0.4692635238170624,-0.31364041566848755,9.81143856048584
0.0037499,-0.4596867263317108,-0.31364041566848755,9.816226959228516
0.0062499,-0.4620809257030487,-0.31842881441116333,9.828198432922363
0.0087499,-0.4572925269603729,-0.31364041566848755,9.832986831665039
0.0112499,-0.4572925269603729,-0.30885201692581177,9.837775230407715
0.0137499,-0.4572925269603729,-0.30885201692581177,9.837775230407715
0.016249899999999998,-0.4572925269603729,-0.304063618183136,9.835380554199219
0.0187499,-0.4572925269603729,-0.3064578175544739,9.830592155456543
0.021249900000000002,-0.4572925269603729,-0.3064578175544739,9.825803756713867
0.023749899999999997,-0.45489832758903503,-0.3064578175544739,9.825803756713867
0.0262499,-0.45010992884635925,-0.3064578175544739,9.825803756713867
0.028749900000000002,-0.44771572947502136,-0.3064578175544739,9.825803756713867
0.031249899999999997,-0.4429273009300232,-0.304063618183136,9.825803756713867
0.0337499,-0.44771572947502136,-0.30885201692581177,9.821015357971191
0.0362499,-0.45010992884635925,-0.31124621629714966,9.821015357971191
0.0387499,-0.4596867263317108,-0.31842881441116333,9.818621635437012
0.0412499,-0.4692635238170624,-0.3232172429561615,9.821015357971191
0.0437499,-0.47884035110473633,-0.3232172429561615,9.818621635437012
0.0462499,-0.4884171485900879,-0.3232172429561615,9.818621635437012
0.0487499,-0.4908113479614258,-0.3232172429561615,9.813833236694336
0.0512499,-0.48602294921875,-0.3232172429561615,9.80904483795166
0.053749899999999996,-0.47644615173339844,-0.3232172429561615,9.81143856048584
0.0562499,-0.4692635238170624,-0.3232172429561615,9.813833236694336
0.0587499,-0.4644751250743866,-0.3256114423274994,9.818621635437012
0.061249899999999996,-0.47165772318840027,-0.3232172429561615,9.823410034179688
0.0637499,-0.47405192255973816,-0.3256114423274994,9.825803756713867
0.0662499,-0.47405192255973816,-0.3232172429561615,9.828198432922363
0.0687499,-0.47165772318840027,-0.31603461503982544,9.823410034179688
0.0712499,-0.4668693244457245,-0.31364041566848755,9.821015357971191
0.0737499,-0.4644751250743866,-0.30885201692581177,9.818621635437012
0.0762499,-0.4644751250743866,-0.3064578175544739,9.825803756713867
0.0787499,-0.4596867263317108,-0.31124621629714966,9.832986831665039
0.0812499,-0.4596867263317108,-0.31124621629714966,9.837775230407715
0.0837499,-0.45489832758903503,-0.31603461503982544,9.837775230407715
0.0862499,-0.45489832758903503,-0.31842881441116333,9.837775230407715
0.0887499,-0.4596867263317108,-0.3208230137825012,9.835380554199219
0.0912499,-0.4644751250743866,-0.3232172429561615,9.832986831665039
0.0937499,-0.47405192255973816,-0.3280056416988373,9.828198432922363
0.0962499,-0.47644615173339844,-0.3232172429561615,9.825803756713867
0.0987499,-0.47644615173339844,-0.3280056416988373,9.825803756713867
0.1012499,-0.47165772318840027,-0.3280056416988373,9.821015357971191
0.1037499,-0.4668693244457245,-0.3256114423274994,9.821015357971191
0.1062499,-0.4644751250743866,-0.3280056416988373,9.818621635437012
0.1087499,-0.4644751250743866,-0.3232172429561615,9.816226959228516
0.1112499,-0.4692635238170624,-0.31364041566848755,9.816226959228516
0.1137499,-0.47405192255973816,-0.30885201692581177,9.813833236694336
0.1162499,-0.47644615173339844,-0.3064578175544739,9.816226959228516
0.1187499,-0.47884035110473633,-0.304063618183136,9.813833236694336
0.1212499,-0.47165772318840027,-0.31364041566848755,9.818621635437012
0.1237499,-0.47165772318840027,-0.31124621629714966,9.818621635437012
0.1262499,-0.4620809257030487,-0.31842881441116333,9.825803756713867
0.1287499,-0.4596867263317108,-0.3232172429561615,9.828198432922363
0.1312499,-0.4620809257030487,-0.3232172429561615,9.832986831665039
0.1337499,-0.4596867263317108,-0.3208230137825012,9.830592155456543
0.1362499,-0.4644751250743866,-0.31842881441116333,9.825803756713867
0.1387499,-0.4668693244457245,-0.31364041566848755,9.821015357971191
0.1412499,-0.4692635238170624,-0.30885201692581177,9.816226959228516
0.1437499,-0.47405192255973816,-0.30885201692581177,9.816226959228516
0.1462499,-0.47405192255973816,-0.30885201692581177,9.818621635437012
0.1487499,-0.47884035110473633,-0.30885201692581177,9.821015357971191
0.1512499,-0.47644615173339844,-0.31364041566848755,9.823410034179688
0.1537499,-0.47405192255973816,-0.31364041566848755,9.825803756713867
0.1562499,-0.47165772318840027,-0.31364041566848755,9.828198432922363
0.1587499,-0.4644751250743866,-0.31364041566848755,9.825803756713867
0.1612499,-0.4596867263317108,-0.31603461503982544,9.823410034179688
0.1637499,-0.45250412821769714,-0.31364041566848755,9.821015357971191
0.1662499,-0.45489832758903503,-0.31124621629714966,9.816226959228516
0.1687499,-0.4620809257030487,-0.30885201692581177,9.821015357971191
0.1712499,-0.47165772318840027,-0.30885201692581177,9.823410034179688
0.1737499,-0.47405192255973816,-0.30885201692581177,9.825803756713867
0.17624990000000001,-0.47165772318840027,-0.31124621629714966,9.832986831665039
0.1787499,-0.4644751250743866,-0.30885201692581177,9.830592155456543
0.1812499,-0.4596867263317108,-0.3064578175544739,9.837775230407715
0.1837499,-0.45489832758903503,-0.31124621629714966,9.84256362915039
0.1862499,-0.4572925269603729,-0.31124621629714966,9.84256362915039
0.1887499,-0.4596867263317108,-0.31842881441116333,9.84495735168457
